,match,team_innings,batting_pos,BATTING,out/not out,R,B,M,4s,6s,SR,match_id
0,Namibia VS Sri Lanka,Namibia,0,Michael van Lingen,c Pramod Madushan b Chameera,3,6,7,0,0,50.00,T20I # 1823
1,Namibia VS Sri Lanka,Namibia,2,Divan la Cock,c Shanaka b Pramod Madushan,9,9,15,1,0,100.00,T20I # 1823
2,Namibia VS Sri Lanka,Namibia,4,Jan Nicol Loftie-Eaton,c †Mendis b Karunaratne,20,12,18,1,2,166.66,T20I # 1823
3,Namibia VS Sri Lanka,Namibia,6,Stephan Baard,c DM de Silva b Pramod Madushan,26,24,49,2,0,108.33,T20I # 1823
4,Namibia VS Sri Lanka,Namibia,8,Gerhard Erasmus (c),c Gunathilaka b PWH de Silva,20,24,30,0,0,83.33,T20I # 1823
5,Namibia VS Sri Lanka,Namibia,10,Jan Frylinck,run out (Gunathilaka/†Mendis),44,28,44,4,0,157.14,T20I # 1823
6,Namibia VS Sri Lanka,Namibia,12,David Wiese,c †Mendis b Theekshana,0,1,4,0,0,0.00,T20I # 1823
7,Namibia VS Sri Lanka,Namibia,14,JJ Smit,not out,31,16,29,2,2,193.75,T20I # 1823
8,Namibia VS Sri Lanka,Sri Lanka,0,Pathum Nissanka,c Smit b Shikongo,9,10,16,1,0,90.00,T20I # 1823
9,Namibia VS Sri Lanka,Sri Lanka,2,Kusal Mendis †,c †Green b Wiese,6,6,8,0,0,100.00,T20I # 1823
10,Namibia VS Sri Lanka,Sri Lanka,4,Dhananjaya de Silva,c Shikongo b Frylinck,12,11,25,1,0,109.09,T20I # 1823
11,Namibia VS Sri Lanka,Sri Lanka,6,Danushka Gunathilaka,c †Green b Shikongo,0,1,2,0,0,0.00,T20I # 1823
12,Namibia VS Sri Lanka,Sri Lanka,8,Bhanuka Rajapaksa,c la Cock b Scholtz,20,21,39,2,0,95.23,T20I # 1823
13,Namibia VS Sri Lanka,Sri Lanka,10,Dasun Shanaka (c),c †Green b Frylinck,29,23,37,2,1,126.08,T20I # 1823
14,Namibia VS Sri Lanka,Sri Lanka,12,Wanindu Hasaranga de Silva,c Loftie-Eaton b Scholtz,4,8,9,0,0,50.00,T20I # 1823
15,Namibia VS Sri Lanka,Sri Lanka,14,Chamika Karunaratne,c Baard b Smit,5,8,15,0,0,62.50,T20I # 1823
16,Namibia VS Sri Lanka,Sri Lanka,16,Pramod Madushan,run out (van Lingen/†Green),0,0,4,0,0,-,T20I # 1823
17,Namibia VS Sri Lanka,Sri Lanka,18,Dushmantha Chameera,c Erasmus b Wiese,8,15,20,0,0,53.33,T20I # 1823
18,Namibia VS Sri Lanka,Sri Lanka,20,Maheesh Theekshana,not out,11,11,14,0,1,100.00,T20I # 1823
19,United Arab Emirates VS Netherlands,United Arab Emirates,0,Chirag Suri,c †Edwards b van der Merwe,12,20,28,1,0,60.00,T20I # 1825
20,United Arab Emirates VS Netherlands,United Arab Emirates,2,Muhammad Waseem,c Pringle b Klaassen,41,47,71,1,2,87.23,T20I # 1825
21,United Arab Emirates VS Netherlands,United Arab Emirates,4,Kashif Daud,b Pringle,15,14,19,0,1,107.14,T20I # 1825
22,United Arab Emirates VS Netherlands,United Arab Emirates,6,Vriitya Aravind †,c Klaassen b de Leede,18,21,37,0,0,85.71,T20I # 1825
23,United Arab Emirates VS Netherlands,United Arab Emirates,8,Zawar Farid,run out (Ackermann/†Edwards),2,4,8,0,0,50.00,T20I # 1825
24,United Arab Emirates VS Netherlands,United Arab Emirates,10,Basil Hameed,c van der Merwe b de Leede,4,4,7,1,0,100.00,T20I # 1825
25,United Arab Emirates VS Netherlands,United Arab Emirates,12,Chundangapoyil Rizwan (c),b de Leede,1,2,7,0,0,50.00,T20I # 1825
26,United Arab Emirates VS Netherlands,United Arab Emirates,14,Aayan Afzal Khan,c Cooper b Klaassen,5,7,8,0,0,71.42,T20I # 1825
27,United Arab Emirates VS Netherlands,United Arab Emirates,16,Karthik Meiyappan,not out,0,0,4,0,0,-,T20I # 1825
28,United Arab Emirates VS Netherlands,United Arab Emirates,17,Junaid Siddique,not out,0,1,1,0,0,0.00,T20I # 1825
29,United Arab Emirates VS Netherlands,Netherlands,0,Vikramjit Singh,b Basil Hameed,10,7,8,2,0,142.85,T20I # 1825
30,United Arab Emirates VS Netherlands,Netherlands,2,Max O'Dowd,b Junaid Siddique,23,18,25,3,1,127.77,T20I # 1825
31,United Arab Emirates VS Netherlands,Netherlands,4,Bas de Leede,c Rizwan b Meiyappan,14,18,37,1,0,77.77,T20I # 1825
32,United Arab Emirates VS Netherlands,Netherlands,6,Colin Ackermann,c Junaid Siddique b Aayan Afzal Khan,17,19,33,1,0,89.47,T20I # 1825
33,United Arab Emirates VS Netherlands,Netherlands,8,Tom Cooper,lbw b Junaid Siddique,8,16,22,0,0,50.00,T20I # 1825
34,United Arab Emirates VS Netherlands,Netherlands,10,Scott Edwards (c)†,not out,16,19,42,0,0,84.21,T20I # 1825
35,United Arab Emirates VS Netherlands,Netherlands,11,Roelof van der Merwe,b Junaid Siddique,0,2,4,0,0,0.00,T20I # 1825
36,United Arab Emirates VS Netherlands,Netherlands,13,Tim Pringle,b Zahoor Khan,15,16,26,0,0,93.75,T20I # 1825
37,United Arab Emirates VS Netherlands,Netherlands,15,Logan van Beek,not out,4,4,7,0,0,100.00,T20I # 1825
38,Scotland VS West Indies,Scotland,0,George Munsey,not out,66,53,106,9,0,124.52,T20I # 1826
39,Scotland VS West Indies,Scotland,1,Michael Jones,b Holder,20,17,36,3,0,117.64,T20I # 1826
40,Scotland VS West Indies,Scotland,3,Matthew Cross †,c Brooks b Holder,3,5,10,0,0,60.00,T20I # 1826
41,Scotland VS West Indies,Scotland,5,Richie Berrington (c),c Mayers b Joseph,16,14,21,0,1,114.28,T20I # 1826
42,Scotland VS West Indies,Scotland,7,Calum MacLeod,c King b Smith,23,14,15,4,0,164.28,T20I # 1826
43,Scotland VS West Indies,Scotland,9,Michael Leask,b Joseph,4,6,8,0,0,66.66,T20I # 1826
44,Scotland VS West Indies,Scotland,11,Chris Greaves,not out,16,11,19,2,0,145.45,T20I # 1826
45,Scotland VS West Indies,West Indies,0,Kyle Mayers,c Munsey b Davey,20,13,12,3,1,153.84,T20I # 1826
46,Scotland VS West Indies,West Indies,2,Evin Lewis,c Jones b Wheal,14,13,30,1,1,107.69,T20I # 1826
47,Scotland VS West Indies,West Indies,4,Brandon King,b Watt,17,15,24,3,0,113.33,T20I # 1826
48,Scotland VS West Indies,West Indies,6,Nicholas Pooran (c)†,b Leask,5,9,14,0,0,55.55,T20I # 1826
49,Scotland VS West Indies,West Indies,8,Shamarh Brooks,c Leask b Wheal,4,9,24,0,0,44.44,T20I # 1826
50,Scotland VS West Indies,West Indies,10,Rovman Powell,c MacLeod b Leask,5,6,12,0,0,83.33,T20I # 1826
51,Scotland VS West Indies,West Indies,12,Jason Holder,c Greaves b Sharif,38,33,37,4,1,115.15,T20I # 1826
52,Scotland VS West Indies,West Indies,14,Akeal Hosein,run out (†Cross/Leask),1,1,4,0,0,100.00,T20I # 1826
53,Scotland VS West Indies,West Indies,16,Alzarri Joseph,c †Cross b Watt,0,1,4,0,0,0.00,T20I # 1826
54,Scotland VS West Indies,West Indies,18,Odean Smith,c Greaves b Watt,5,8,14,0,0,62.50,T20I # 1826
55,Scotland VS West Indies,West Indies,20,Obed McCoy,not out,2,3,10,0,0,66.66,T20I # 1826
56,Zimbabwe VS Ireland,Zimbabwe,0,Regis Chakabva †,c †Tucker b Little,0,2,3,0,0,0.00,T20I # 1828
57,Zimbabwe VS Ireland,Zimbabwe,2,Craig Ervine (c),st †Tucker b Simi Singh,9,12,28,1,0,75.00,T20I # 1828
58,Zimbabwe VS Ireland,Zimbabwe,4,Wessly Madhevere,c Delany b Little,22,19,22,4,0,115.78,T20I # 1828
59,Zimbabwe VS Ireland,Zimbabwe,6,Sean Williams,c Tector b Simi Singh,12,11,24,0,1,109.09,T20I # 1828
60,Zimbabwe VS Ireland,Zimbabwe,8,Sikandar Raza,b Adair,82,48,72,5,5,170.83,T20I # 1828
61,Zimbabwe VS Ireland,Zimbabwe,10,Milton Shumba,c Little b Adair,16,14,26,1,0,114.28,T20I # 1828
62,Zimbabwe VS Ireland,Zimbabwe,12,Ryan Burl,c Adair b Little,1,4,9,0,0,25.00,T20I # 1828
63,Zimbabwe VS Ireland,Zimbabwe,14,Luke Jongwe,not out,20,10,14,3,0,200.00,T20I # 1828
64,Zimbabwe VS Ireland,Ireland,0,Paul Stirling,b Ngarava,0,2,3,0,0,0.00,T20I # 1828
65,Zimbabwe VS Ireland,Ireland,2,Andy Balbirnie (c),c Ervine b Muzarabani,3,4,20,0,0,75.00,T20I # 1828
66,Zimbabwe VS Ireland,Ireland,4,Lorcan Tucker †,b Ngarava,11,11,10,2,0,100.00,T20I # 1828
67,Zimbabwe VS Ireland,Ireland,6,Harry Tector,c Ervine b Muzarabani,1,4,5,0,0,25.00,T20I # 1828
68,Zimbabwe VS Ireland,Ireland,8,Curtis Campher,b Williams,27,22,41,1,0,122.72,T20I # 1828
69,Zimbabwe VS Ireland,Ireland,10,George Dockrell,b Sikandar Raza,24,20,25,3,0,120.00,T20I # 1828
70,Zimbabwe VS Ireland,Ireland,12,Gareth Delany,c Shumba b Chatara,24,20,23,1,1,120.00,T20I # 1828
71,Zimbabwe VS Ireland,Ireland,14,Mark Adair,c Sikandar Raza b Muzarabani,9,10,18,0,1,90.00,T20I # 1828
72,Zimbabwe VS Ireland,Ireland,16,Simi Singh,b Chatara,0,1,1,0,0,0.00,T20I # 1828
73,Zimbabwe VS Ireland,Ireland,18,Barry McCarthy,not out,22,16,23,1,2,137.50,T20I # 1828
74,Zimbabwe VS Ireland,Ireland,19,Josh Little,not out,7,11,17,1,0,63.63,T20I # 1828
75,Namibia VS Netherlands,Namibia,0,Michael van Lingen,c de Leede b Ackermann,20,19,20,3,0,105.26,T20I # 1830
76,Namibia VS Netherlands,Namibia,2,Divan la Cock,c de Leede b Pringle,0,2,5,0,0,0.00,T20I # 1830
77,Namibia VS Netherlands,Namibia,4,Stephan Baard,c Klaassen b van der Merwe,19,22,46,0,0,86.36,T20I # 1830
78,Namibia VS Netherlands,Namibia,6,Jan Nicol Loftie-Eaton,c †Edwards b van Meekeren,0,2,3,0,0,0.00,T20I # 1830
79,Namibia VS Netherlands,Namibia,8,Jan Frylinck,c van Meekeren b de Leede,43,48,63,1,1,89.58,T20I # 1830
80,Namibia VS Netherlands,Namibia,10,Gerhard Erasmus (c),b de Leede,16,18,37,0,0,88.88,T20I # 1830
81,Namibia VS Netherlands,Namibia,12,David Wiese,not out,11,5,8,1,0,220.00,T20I # 1830
82,Namibia VS Netherlands,Namibia,13,JJ Smit,not out,5,4,6,1,0,125.00,T20I # 1830
83,Namibia VS Netherlands,Netherlands,0,Max O'Dowd,run out (Erasmus),35,35,59,1,1,100.00,T20I # 1830
84,Namibia VS Netherlands,Netherlands,2,Vikramjit Singh,c Loftie-Eaton b Scholtz,39,31,37,3,2,125.80,T20I # 1830
85,Namibia VS Netherlands,Netherlands,4,Bas de Leede,not out,30,30,51,2,0,100.00,T20I # 1830
86,Namibia VS Netherlands,Netherlands,5,Tom Cooper,c van Lingen b Smit,6,6,7,1,0,100.00,T20I # 1830
87,Namibia VS Netherlands,Netherlands,7,Colin Ackermann,c Erasmus b Smit,0,2,2,0,0,0.00,T20I # 1830
88,Namibia VS Netherlands,Netherlands,9,Scott Edwards (c)†,c Loftie-Eaton b Frylinck,1,5,5,0,0,20.00,T20I # 1830
89,Namibia VS Netherlands,Netherlands,11,Tim Pringle,not out,8,9,14,0,0,88.88,T20I # 1830
90,Sri Lanka VS United Arab Emirates,Sri Lanka,0,Pathum Nissanka,c Basil Hameed b Zahoor Khan,74,60,105,6,2,123.33,T20I # 1832
91,Sri Lanka VS United Arab Emirates,Sri Lanka,2,Kusal Mendis †,lbw b Aryan Lakra,18,13,24,2,0,138.46,T20I # 1832
92,Sri Lanka VS United Arab Emirates,Sri Lanka,4,Dhananjaya de Silva,run out (Muhammad Waseem/Aayan Afzal Khan),33,21,30,3,1,157.14,T20I # 1832
93,Sri Lanka VS United Arab Emirates,Sri Lanka,6,Bhanuka Rajapaksa,c Kashif Daud b Meiyappan,5,8,19,0,0,62.50,T20I # 1832
94,Sri Lanka VS United Arab Emirates,Sri Lanka,8,Charith Asalanka,c †Aravind b Meiyappan,0,1,2,0,0,0.00,T20I # 1832
95,Sri Lanka VS United Arab Emirates,Sri Lanka,10,Dasun Shanaka (c),b Meiyappan,0,1,2,0,0,0.00,T20I # 1832
96,Sri Lanka VS United Arab Emirates,Sri Lanka,12,Wanindu Hasaranga de Silva,c Basil Hameed b Aayan Afzal Khan,2,3,3,0,0,66.66,T20I # 1832
97,Sri Lanka VS United Arab Emirates,Sri Lanka,14,Chamika Karunaratne,c Kashif Daud b Zahoor Khan,8,11,22,1,0,72.72,T20I # 1832
98,Sri Lanka VS United Arab Emirates,Sri Lanka,16,Pramod Madushan,not out,1,1,4,0,0,100.00,T20I # 1832
99,Sri Lanka VS United Arab Emirates,Sri Lanka,17,Dushmantha Chameera,not out,1,1,2,0,0,100.00,T20I # 1832
100,Sri Lanka VS United Arab Emirates,United Arab Emirates,0,Muhammad Waseem,b Chameera,2,4,13,0,0,50.00,T20I # 1832
101,Sri Lanka VS United Arab Emirates,United Arab Emirates,2,Chirag Suri,b Pramod Madushan,14,19,31,3,0,73.68,T20I # 1832
102,Sri Lanka VS United Arab Emirates,United Arab Emirates,4,Aryan Lakra,b Chameera,1,3,4,0,0,33.33,T20I # 1832
103,Sri Lanka VS United Arab Emirates,United Arab Emirates,6,Chundangapoyil Rizwan (c),c Rajapaksa b Chameera,1,3,8,0,0,33.33,T20I # 1832
104,Sri Lanka VS United Arab Emirates,United Arab Emirates,8,Vriitya Aravind †,lbw b PWH de Silva,9,18,26,1,0,50.00,T20I # 1832
105,Sri Lanka VS United Arab Emirates,United Arab Emirates,10,Basil Hameed,c DM de Silva b Shanaka,2,6,14,0,0,33.33,T20I # 1832
106,Sri Lanka VS United Arab Emirates,United Arab Emirates,12,Aayan Afzal Khan,b PWH de Silva,19,21,33,1,0,90.47,T20I # 1832
107,Sri Lanka VS United Arab Emirates,United Arab Emirates,14,Kashif Daud,lbw b PWH de Silva,0,4,8,0,0,0.00,T20I # 1832
108,Sri Lanka VS United Arab Emirates,United Arab Emirates,16,Karthik Meiyappan,st †Mendis b Theekshana,4,8,11,0,0,50.00,T20I # 1832
109,Sri Lanka VS United Arab Emirates,United Arab Emirates,18,Junaid Siddique,c Nissanka b Theekshana,18,16,22,1,1,112.50,T20I # 1832
110,Sri Lanka VS United Arab Emirates,United Arab Emirates,20,Zahoor Khan,not out,1,1,15,0,0,100.00,T20I # 1832
111,Scotland VS Ireland,Scotland,0,George Munsey,lbw b Adair,1,2,9,0,0,50.00,T20I # 1833
112,Scotland VS Ireland,Scotland,2,Michael Jones,c Adair b Little,86,55,95,6,4,156.36,T20I # 1833
113,Scotland VS Ireland,Scotland,4,Matthew Cross †,c McCarthy b Campher,28,21,33,5,0,133.33,T20I # 1833
114,Scotland VS Ireland,Scotland,6,Richie Berrington (c),c Dockrell b Campher,37,27,39,3,1,137.03,T20I # 1833
115,Scotland VS Ireland,Scotland,8,Michael Leask,not out,17,13,19,2,0,130.76,T20I # 1833
116,Scotland VS Ireland,Scotland,9,Calum MacLeod,run out (†Tucker),0,3,6,0,0,0.00,T20I # 1833
117,Scotland VS Ireland,Ireland,0,Paul Stirling,c †Cross b Sharif,8,10,22,1,0,80.00,T20I # 1833
118,Scotland VS Ireland,Ireland,2,Andy Balbirnie (c),c Jones b Wheal,14,12,15,2,0,116.66,T20I # 1833
119,Scotland VS Ireland,Ireland,4,Lorcan Tucker †,c Davey b Watt,20,17,28,2,0,117.64,T20I # 1833
120,Scotland VS Ireland,Ireland,6,Harry Tector,c Greaves b Leask,14,16,23,1,0,87.50,T20I # 1833
121,Scotland VS Ireland,Ireland,8,Curtis Campher,not out,72,32,48,7,2,225.00,T20I # 1833
122,Scotland VS Ireland,Ireland,9,George Dockrell,not out,39,27,42,4,1,144.44,T20I # 1833
123,West Indies VS Zimbabwe,West Indies,0,Kyle Mayers,c †Chakabva b Muzarabani,13,12,17,2,0,108.33,T20I # 1834
124,West Indies VS Zimbabwe,West Indies,2,Johnson Charles,run out (Munyonga/Williams),45,36,60,3,2,125.00,T20I # 1834
125,West Indies VS Zimbabwe,West Indies,4,Evin Lewis,c Shumba b Sikandar Raza,15,18,28,1,0,83.33,T20I # 1834
126,West Indies VS Zimbabwe,West Indies,6,Nicholas Pooran (c)†,c & b Williams,7,9,10,0,0,77.77,T20I # 1834
127,West Indies VS Zimbabwe,West Indies,8,Rovman Powell,c Ngarava b Muzarabani,28,21,40,1,2,133.33,T20I # 1834
128,West Indies VS Zimbabwe,West Indies,10,Shamarh Brooks,lbw b Sikandar Raza,0,3,5,0,0,0.00,T20I # 1834
129,West Indies VS Zimbabwe,West Indies,12,Jason Holder,c & b Sikandar Raza,4,3,3,0,0,133.33,T20I # 1834
130,West Indies VS Zimbabwe,West Indies,14,Akeal Hosein,not out,23,18,31,2,0,127.77,T20I # 1834
131,West Indies VS Zimbabwe,West Indies,15,Odean Smith,not out,1,2,2,0,0,50.00,T20I # 1834
132,West Indies VS Zimbabwe,Zimbabwe,0,Wessly Madhevere,c Lewis b Holder,27,19,37,3,1,142.10,T20I # 1834
133,West Indies VS Zimbabwe,Zimbabwe,2,Regis Chakabva (c)†,b Joseph,13,9,14,3,0,144.44,T20I # 1834
134,West Indies VS Zimbabwe,Zimbabwe,4,Tony Munyonga,b Joseph,2,6,12,0,0,33.33,T20I # 1834
135,West Indies VS Zimbabwe,Zimbabwe,6,Sean Williams,c †Pooran b McCoy,1,2,4,0,0,50.00,T20I # 1834
136,West Indies VS Zimbabwe,Zimbabwe,8,Sikandar Raza,c Powell b Smith,14,8,12,1,1,175.00,T20I # 1834
137,West Indies VS Zimbabwe,Zimbabwe,10,Milton Shumba,c Brooks b Hosein,2,9,20,0,0,22.22,T20I # 1834
138,West Indies VS Zimbabwe,Zimbabwe,12,Ryan Burl,lbw b Holder,17,19,30,3,0,89.47,T20I # 1834
139,West Indies VS Zimbabwe,Zimbabwe,14,Luke Jongwe,b Joseph,29,22,31,3,1,131.81,T20I # 1834
140,West Indies VS Zimbabwe,Zimbabwe,16,Richard Ngarava,b Joseph,2,6,11,0,0,33.33,T20I # 1834
141,West Indies VS Zimbabwe,Zimbabwe,18,Tendai Chatara,b Holder,3,8,12,0,0,37.50,T20I # 1834
142,West Indies VS Zimbabwe,Zimbabwe,20,Blessing Muzarabani,not out,1,4,4,0,0,25.00,T20I # 1834
143,Sri Lanka VS Netherlands,Sri Lanka,0,Pathum Nissanka,b van Meekeren,14,21,25,0,1,66.66,T20I # 1835
144,Sri Lanka VS Netherlands,Sri Lanka,2,Kusal Mendis †,c sub (LV van Beek) b van der Gugten,79,44,94,5,5,179.54,T20I # 1835
145,Sri Lanka VS Netherlands,Sri Lanka,4,Dhananjaya de Silva,lbw b van Meekeren,0,1,2,0,0,0.00,T20I # 1835
146,Sri Lanka VS Netherlands,Sri Lanka,6,Charith Asalanka,c †Edwards b de Leede,31,30,38,3,0,103.33,T20I # 1835
147,Sri Lanka VS Netherlands,Sri Lanka,8,Bhanuka Rajapaksa,c Pringle b de Leede,19,13,18,2,0,146.15,T20I # 1835
148,Sri Lanka VS Netherlands,Sri Lanka,10,Dasun Shanaka (c),c Ackermann b Klaassen,8,5,9,0,1,160.00,T20I # 1835
149,Sri Lanka VS Netherlands,Sri Lanka,12,Wanindu Hasaranga de Silva,not out,5,4,8,0,0,125.00,T20I # 1835
150,Sri Lanka VS Netherlands,Sri Lanka,13,Chamika Karunaratne,not out,2,2,4,0,0,100.00,T20I # 1835
151,Sri Lanka VS Netherlands,Netherlands,0,Max O'Dowd,not out,71,53,99,6,3,133.96,T20I # 1835
152,Sri Lanka VS Netherlands,Netherlands,1,Vikramjit Singh,c Shanaka b Theekshana,7,14,18,0,0,50.00,T20I # 1835
153,Sri Lanka VS Netherlands,Netherlands,3,Bas de Leede,c †Mendis b Kumara,14,10,12,1,1,140.00,T20I # 1835
154,Sri Lanka VS Netherlands,Netherlands,5,Colin Ackermann,c & b PWH de Silva,0,1,4,0,0,0.00,T20I # 1835
155,Sri Lanka VS Netherlands,Netherlands,7,Tom Cooper,b Theekshana,16,19,23,2,0,84.21,T20I # 1835
156,Sri Lanka VS Netherlands,Netherlands,9,Scott Edwards (c)†,b Fernando,21,15,16,3,0,140.00,T20I # 1835
157,Sri Lanka VS Netherlands,Netherlands,11,Tim Pringle,run out (DM de Silva),2,4,8,0,0,50.00,T20I # 1835
158,Sri Lanka VS Netherlands,Netherlands,13,Timm van der Gugten,b PWH de Silva,0,1,2,0,0,0.00,T20I # 1835
159,Sri Lanka VS Netherlands,Netherlands,15,Fred Klaassen,b PWH de Silva,3,3,5,0,0,100.00,T20I # 1835
160,Sri Lanka VS Netherlands,Netherlands,17,Paul van Meekeren,run out (Shanaka),0,0,4,0,0,-,T20I # 1835
161,Sri Lanka VS Netherlands,Netherlands,19,Roelof van der Merwe,not out,0,1,14,0,0,0.00,T20I # 1835
162,United Arab Emirates VS Namibia,United Arab Emirates,0,Muhammad Waseem,c Trumpelmann b Shikongo,50,41,66,1,3,121.95,T20I # 1836
163,United Arab Emirates VS Namibia,United Arab Emirates,2,Vriitya Aravind †,c van Lingen b Scholtz,21,32,34,2,0,65.62,T20I # 1836
164,United Arab Emirates VS Namibia,United Arab Emirates,4,Chundangapoyil Rizwan (c),not out,43,29,55,3,1,148.27,T20I # 1836
165,United Arab Emirates VS Namibia,United Arab Emirates,5,Alishan Sharafu,c †Green b Wiese,4,4,10,0,0,100.00,T20I # 1836
166,United Arab Emirates VS Namibia,United Arab Emirates,7,Basil Hameed,not out,25,14,13,2,2,178.57,T20I # 1836
167,United Arab Emirates VS Namibia,Namibia,0,Michael van Lingen,c Sharafu b Basil Hameed,10,8,14,1,0,125.00,T20I # 1836
168,United Arab Emirates VS Namibia,Namibia,2,Stephan Baard,c Ahmed Raza b Junaid Siddique,4,6,9,1,0,66.66,T20I # 1836
